date_pub,statut_ex,bib,pret,diff_datecreation_datepub,acces,acq,indice
2017,18,SJA,0,0,direct,achat,WR
2015,19,LASH,1,0,direct,achat,91
2004,19,DROIT,0,12,direct,don,32
1990,19,LASH,1,29,direct,don,19
2005,19,SJA,0,11,direct,don,30
2013,19,DROIT,0,2,direct,don,34
2015,19,MEDP,1,0,direct,achat,QS
2015,19,SCIEN,1,6,direct,achat,61
1971,19,LASH,0,44,direct,don,94
1971,19,LASH,0,44,direct,don,94
1984,19,DROIT,0,31,direct,achat,numinv
2001,19,DROIT,1,14,direct,don,34
2011,19,LASH,0,8,direct,don,65
2007,19,STAPS,1,10,direct,achat,79
2015,19,DROIT,1,0,direct,achat,34
2015,19,SCIEN,1,2,direct,achat,61
2015,19,LASH,1,2,direct,achat,15
2005,19,DROIT,1,10,direct,don,32
2005,19,DROIT,0,10,direct,don,32
2003,19,DROIT,0,12,direct,don,32
2011,19,LASH,1,4,direct,achat,41
2014,19,LASH,0,1,direct,achat,94
2013,19,SJA,1,2,direct,achat,42
2014,19,DROIT,0,1,direct,don,32
2013,19,LASH,0,2,indirect,don,numinv
2015,19,SCIEN,1,0,direct,achat,00
2015,19,SCIEN,1,1,direct,achat,00
1987,19,DROIT,0,28,direct,achat,numinv
2014,19,SJA,1,1,direct,achat,42
2011,19,SJA,1,4,direct,achat,42
2016,19,SJA,1,2,direct,achat,65
2016,19,SCIEN,1,0,direct,achat,65
2016,19,SCIEN,0,0,direct,achat,33
2017,19,SCIEN,0,0,direct,achat,33
2017,19,DROIT,0,0,indirect,achat,numinv
2005,19,SJA,0,12,direct,achat,98
2017,19,SJA,1,0,direct,achat,32
2017,19,EPU,0,0,direct,achat,00
2017,19,SCIEN,0,0,direct,achat,33
2017,19,SJA,1,0,direct,achat,65
2017,19,SJA,1,0,direct,achat,34
2017,19,SCIEN,1,0,direct,achat,00
2017,19,LASH,1,0,direct,achat,94
2017,19,LASH,1,0,direct,achat,94
2016,19,LASH,1,1,direct,achat,94
1972,19,DROIT,0,43,direct,achat,numinv
2008,19,LASH,1,7,direct,achat,77
2017,19,SJA,1,0,direct,achat,33
2017,19,SCIEN,1,0,direct,achat,58
1979,19,LASH,0,39,indirect,achat,numinv
1987,19,LASH,0,31,indirect,achat,numinv
1963,19,DROIT,0,52,direct,achat,numinv
1980,19,DROIT,0,35,direct,achat,numinv
2000,19,DROIT,0,15,direct,don,95
2015,19,LASH,1,1,direct,achat,30
2015,19,LASH,1,1,direct,achat,30
1979,19,LASH,0,37,indirect,don,numinv
2015,19,DROIT,1,0,direct,achat,34
1971,19,SJA,0,49,direct,achat,33
1906,19,DROIT,0,109,direct,achat,numinv
2015,19,SCIEN,1,0,direct,achat,00
1969,19,LASH,0,51,indirect,don,numinv
2015,19,LASH,1,0,direct,achat,91
2012,19,LASH,1,3,direct,don,84
1991,19,LASH,0,25,direct,achat,19
1947,19,DROIT,0,68,direct,achat,numinv
1948,19,DROIT,0,67,direct,achat,numinv
1948,19,DROIT,0,67,direct,achat,numinv
1990,19,LASH,1,30,direct,don,15
1985,19,DROIT,1,30,indirect,achat,numinv
2014,19,DROIT,1,1,direct,achat,32
2008,19,SJA,1,11,direct,don,30
2015,19,DROIT,0,0,direct,achat,32
1995,19,LASH,1,20,direct,don,94
2014,19,SJA,0,1,direct,achat,33
2012,19,SJA,1,3,direct,achat,65
2014,19,DROIT,1,1,direct,achat,34
2014,19,DROIT,1,1,direct,achat,32
2014,19,DROIT,1,1,direct,achat,37
1988,19,LASH,0,27,direct,don,19
1989,19,LASH,0,29,indirect,achat,numinv
1968,19,DROIT,0,47,direct,achat,numinv
1983,19,LASH,0,32,direct,don,49
2003,19,LASH,0,12,indirect,don,numinv
1992,19,LASH,1,23,direct,don,19
2015,19,SCIEN,1,0,direct,achat,51
2014,19,SCIEN,1,1,direct,achat,55
2015,19,LASH,1,0,direct,achat,37
2017,18,MEDP,1,0,direct,achat,WB
2016,18,MEDP,0,0,direct,achat,WA
2016,18,MEDP,1,0,direct,achat,WJ
2016,18,SJA,0,0,direct,achat,WE
2016,19,DROIT,1,1,direct,achat,34
2014,19,DROIT,1,2,indirect,don,numinv
2013,19,SJA,1,5,direct,don,33
1984,19,SJA,0,33,direct,don,30
1923,19,LASH,0,94,indirect,achat,numinv
2001,19,LASH,0,17,indirect,achat,numinv
2000,19,LASH,0,18,indirect,achat,numinv
1999,19,LASH,0,19,indirect,achat,numinv
2013,19,LASH,1,4,direct,achat,44
2000,19,LASH,0,18,indirect,achat,numinv
2018,19,SCIEN,1,0,direct,achat,02
2010,19,DROIT,0,6,direct,don,94
2012,19,LASH,1,5,direct,achat,15
2016,19,LASH,0,1,direct,achat,30
1991,19,SJA,0,26,direct,don,37
1987,19,LASH,0,31,indirect,achat,numinv
1990,19,LASH,0,28,indirect,achat,numinv
2016,19,DROIT,1,1,direct,achat,32
2017,19,SCIEN,1,0,direct,achat,33
2017,19,LASH,0,4,direct,achat,33
2017,19,SCIEN,1,0,direct,achat,33
2017,18,MEDP,1,0,direct,achat,WE
2016,19,DROIT,1,0,direct,achat,34
2016,19,DROIT,1,0,direct,achat,34
2000,19,DROIT,0,16,direct,don,34
2016,19,DROIT,1,0,direct,achat,34
2016,19,DROIT,1,0,direct,achat,34
2016,19,DROIT,1,0,direct,achat,34
2016,19,DROIT,1,0,direct,achat,34
1978,19,DROIT,0,37,direct,achat,numinv
1978,19,DROIT,0,37,direct,achat,numinv
2015,19,LASH,1,2,direct,don,91
2016,19,DROIT,1,3,direct,don,32
2015,19,STAPS,1,1,direct,achat,65
1970,19,LASH,0,50,indirect,achat,numinv
2016,19,DROIT,0,0,direct,achat,32
1965,19,SJA,0,55,direct,achat,33
1982,19,SJA,0,37,direct,don,30
1962,19,DROIT,0,54,direct,achat,numinv
1975,19,SJA,0,43,direct,don,33
1982,19,SJA,0,37,direct,achat,33
2015,19,STAPS,1,5,direct,achat,30
2016,19,DROIT,1,0,direct,achat,34
2016,19,DROIT,1,0,direct,achat,34
2016,19,DROIT,1,0,direct,achat,34
2012,19,LASH,0,4,direct,achat,89
2016,19,LASH,0,1,direct,achat,89
1986,19,SJA,0,31,direct,don,30
2016,19,MEDP,1,0,direct,achat,WY
2015,19,LASH,1,1,direct,achat,43
2016,19,DROIT,1,0,direct,achat,34
2016,19,LASH,1,0,direct,achat,44
2010,19,LASH,1,6,direct,achat,15
1988,19,LASH,1,28,direct,achat,41
2006,19,LASH,0,10,direct,achat,19
2014,19,SCIEN,0,2,direct,achat,57
1973,19,SJA,0,46,direct,achat,37
2015,19,SCIEN,1,1,direct,achat,54
2016,19,SCIEN,0,0,direct,achat,00
2016,19,SCIEN,0,0,direct,achat,33
2016,19,DROIT,1,0,direct,achat,34
2015,19,SCIEN,1,1,direct,achat,54
2016,19,MEDP,1,0,direct,achat,WY
2014,19,LASH,1,2,direct,achat,39
2016,19,DROIT,1,0,direct,achat,34
2009,19,EPU,1,7,direct,achat,79
1997,19,LASH,0,21,indirect,achat,numinv
1991,19,LASH,0,29,direct,don,94
1976,19,DROIT,1,40,direct,don,30
1977,19,SJA,0,43,direct,don,33
1920,19,LASH,0,98,direct,achat,88
1920,19,LASH,0,100,indirect,achat,numinv
2012,19,SJA,1,4,direct,don,33
1978,19,LASH,0,39,indirect,achat,numinv
2016,19,LASH,1,1,direct,achat,30
2016,19,EPU,1,1,direct,achat,65
2015,19,LASH,1,1,direct,achat,95
2016,19,EPU,0,3,direct,achat,65
2016,19,SCIEN,0,4,direct,achat,62
2016,19,EPU,1,0,direct,achat,65
1966,19,LASH,0,54,indirect,achat,numinv
2016,19,EPU,1,0,direct,achat,62
2013,19,EPU,0,4,direct,achat,65
2016,19,MEDP,1,1,direct,achat,WA
2016,19,DROIT,1,0,direct,achat,34
2015,19,DROIT,1,1,direct,achat,34
2015,19,SJA,0,2,direct,achat,33
1967,19,LASH,0,53,direct,achat,19
1992,19,SJA,0,27,direct,don,30
1990,19,LASH,1,29,direct,achat,94
2016,19,SCIEN,0,0,direct,achat,00
1993,19,LASH,0,24,indirect,achat,numinv
1996,19,SJA,1,21,direct,don,30
2016,19,SJA,1,0,direct,achat,65
1962,19,LASH,0,53,indirect,achat,numinv
1934,19,DROIT,0,81,direct,achat,numinv
1966,19,DROIT,0,49,direct,achat,34
2016,19,DROIT,1,1,direct,achat,34
2008,19,DROIT,0,8,direct,don,32
2016,19,DROIT,1,0,direct,achat,34
2014,19,LASH,1,2,direct,achat,79
2015,19,LASH,0,1,direct,achat,79
2017,19,SJA,0,0,direct,achat,WB
2011,19,MEDP,0,4,direct,achat,WY
2001,19,LASH,1,15,direct,achat,70
2016,19,STAPS,1,0,direct,achat,79
2016,19,DROIT,1,0,direct,achat,34
2016,19,EPU,1,0,direct,achat,57
2014,19,SJA,0,2,direct,achat,65
2015,19,SJA,1,1,direct,achat,65
2016,19,DROIT,1,1,direct,achat,34
2016,19,SJA,1,0,direct,achat,65
2016,19,DROIT,0,0,indirect,achat,numinv
2016,19,SCIEN,1,2,direct,achat,52
2016,19,DROIT,1,1,direct,achat,34
2016,19,DROIT,1,1,direct,achat,34
2016,19,MEDP,1,1,direct,achat,QV
2017,19,SCIEN,1,0,direct,achat,33
2016,19,LASH,1,2,direct,don,79
1965,19,LASH,0,55,indirect,achat,numinv
2013,19,SJA,1,6,direct,achat,33
2013,19,SJA,0,6,direct,achat,33
2013,19,SJA,1,3,direct,achat,33
2003,19,LASH,0,14,indirect,don,numinv
1986,19,SJA,0,33,direct,don,33
1982,19,DROIT,1,33,direct,achat,numinv
1970,19,SJA,0,50,direct,achat,33
2012,19,LASH,0,3,direct,achat,30
2012,19,LASH,1,3,direct,achat,97
2006,19,LASH,0,10,direct,achat,39
1992,19,SJA,0,25,direct,don,30
1959,19,SJA,0,61,direct,achat,33
2008,19,SJA,1,13,direct,achat,QS
1969,19,LASH,0,51,direct,achat,19
2009,19,SJA,0,9,direct,achat,15
2003,19,SJA,1,14,direct,achat,91
1999,19,LASH,1,16,direct,achat,93
2014,19,SJA,0,1,direct,achat,33
2014,19,SJA,1,1,direct,achat,33
2014,19,SJA,1,1,direct,achat,33
1986,19,LASH,0,31,indirect,achat,numinv
1911,19,DROIT,0,105,direct,achat,numinv
1975,19,SJA,0,44,direct,achat,30
2008,19,MEDP,0,11,direct,achat,WY
2000,19,LASH,1,15,direct,achat,93
2004,19,SJA,0,15,direct,don,30
1961,19,DROIT,0,55,direct,achat,numinv
2009,19,SJA,1,7,direct,don,34
1976,19,DROIT,0,39,direct,achat,numinv
1967,19,DROIT,0,49,direct,achat,numinv
1997,19,SJA,1,21,direct,don,15
2002,19,LASH,1,15,direct,achat,91
2005,19,SJA,1,11,direct,don,33
2013,19,SJA,0,2,direct,achat,33
2008,19,SJA,0,8,direct,achat,15
1969,19,LASH,0,51,indirect,achat,numinv
2012,19,LASH,1,6,direct,achat,42
1993,19,LASH,1,22,direct,don,44
2001,19,LASH,1,14,direct,achat,44
1998,19,LASH,1,18,direct,achat,17
2016,18,ARCHE,0,0,direct,achat,WK
2016,18,SJA,1,0,direct,achat,61
2014,19,DROIT,1,1,direct,don,34
2013,19,DROIT,1,6,direct,don,34
1999,19,SJA,0,20,direct,achat,34
1980,19,LASH,1,36,direct,achat,19
1999,19,LASH,0,17,direct,achat,11
2015,19,MEDP,1,1,direct,achat,WY
2016,19,MEDP,1,0,direct,achat,WB
2011,19,MEDP,1,5,direct,achat,WY
2016,19,SCIEN,1,0,direct,achat,80
1968,19,LASH,0,52,indirect,achat,numinv
2015,19,LASH,1,1,direct,achat,41
2015,19,LASH,1,1,direct,achat,41
2015,19,LASH,1,1,direct,achat,41
2012,19,LASH,0,4,direct,achat,94
2010,19,LASH,1,5,direct,don,15
2001,19,DROIT,0,17,direct,don,34
1998,19,LASH,1,18,indirect,don,numinv
2005,19,SJA,0,11,direct,achat,30
2015,19,SJA,1,1,direct,achat,32
2000,19,SJA,1,16,direct,don,36
1970,19,SJA,0,49,direct,achat,91
2014,19,SJA,1,1,direct,achat,65
2016,19,DROIT,1,0,direct,achat,34
2015,19,SJA,1,1,direct,achat,WQ
1986,19,SJA,0,30,direct,don,30
2016,19,DROIT,1,0,direct,achat,32
2016,18,ARCHE,1,0,direct,achat,WK
2015,19,DROIT,0,1,direct,achat,34
1993,19,LASH,0,28,direct,don,30
1954,19,LASH,1,61,direct,don,84
2011,19,SJA,0,5,direct,don,33
2016,19,SCIEN,1,0,direct,achat,53
1966,19,LASH,0,50,direct,achat,11
2014,19,SJA,1,1,direct,achat,QS
2015,19,SCIEN,1,0,direct,achat,51
1991,19,LASH,1,25,indirect,don,numinv
1957,19,DROIT,0,61,indirect,achat,numinv
2003,19,LASH,1,13,direct,don,88
2013,19,SCIEN,1,4,direct,achat,51
2004,19,LASH,0,14,indirect,achat,numinv
2014,19,EPU,1,1,direct,achat,62
2014,19,EPU,1,2,direct,achat,62
2015,18,SJA,1,0,direct,achat,61
2015,18,MEDP,0,0,direct,achat,WS
2015,19,DROIT,1,1,direct,achat,32
2016,18,ARCHE,1,0,direct,achat,WH
1971,19,LASH,0,49,indirect,achat,numinv
2015,19,SCIEN,1,0,direct,achat,33
2014,19,LASH,0,1,direct,achat,84
2014,19,LASH,1,1,direct,achat,79
2014,19,LASH,1,1,direct,don,33
1984,19,DROIT,0,31,direct,don,94
1997,19,LASH,0,19,indirect,don,numinv
2010,19,LASH,1,7,direct,don,91
1985,19,LASH,0,30,direct,don,94
1996,19,LASH,0,20,indirect,don,numinv
1965,19,LASH,0,55,indirect,achat,numinv
2014,19,STAPS,1,7,direct,achat,15
1978,19,DROIT,0,37,direct,achat,numinv
1998,19,DROIT,0,17,direct,don,94
1991,19,DROIT,0,24,direct,don,94
2016,19,SJA,1,0,direct,achat,65
1998,19,LASH,0,18,direct,achat,94
2016,19,SCIEN,1,0,direct,achat,00
2014,19,SJA,0,1,direct,achat,33
2014,19,SCIEN,0,2,direct,achat,00
2015,19,SJA,1,0,direct,achat,33
2015,19,SJA,1,0,direct,achat,33
2016,19,SJA,1,1,direct,achat,65
2016,19,SJA,0,0,direct,achat,97
1965,19,DROIT,1,50,direct,achat,numinv
1948,19,DROIT,0,67,direct,achat,numinv
1935,19,DROIT,0,80,direct,achat,numinv
2009,19,LASH,1,6,direct,don,44
1999,19,LASH,1,16,direct,achat,44
2013,19,SCIEN,1,2,direct,achat,61
2013,19,SCIEN,0,2,direct,achat,61
2013,19,LASH,0,2,direct,don,39
2010,19,STAPS,0,10,direct,achat,70
2003,19,LASH,0,18,direct,don,84
2016,19,DROIT,1,0,direct,achat,34
2016,19,DROIT,1,0,direct,achat,34
1989,19,SJA,0,31,direct,don,78
2006,19,MEDP,0,12,indirect,don,numinv
2013,19,SJA,0,2,direct,achat,30
1971,19,LASH,0,45,direct,achat,17
2010,19,DROIT,1,6,direct,achat,34
2014,19,LASH,1,1,direct,achat,30
1965,19,LASH,0,50,direct,achat,80
2013,19,SJA,1,2,direct,achat,65
2016,19,SCIEN,0,0,direct,achat,62
2016,19,SCIEN,1,0,direct,achat,61
2013,19,DROIT,1,3,direct,achat,34
2014,19,STAPS,1,2,direct,achat,65
2015,19,SCIEN,0,1,direct,achat,51
2016,19,SCIEN,1,0,direct,achat,51
2003,19,DROIT,0,13,direct,don,94
1962,19,DROIT,0,53,direct,achat,numinv
2002,19,LASH,1,13,direct,achat,80
2015,19,LASH,1,1,direct,achat,07
1958,19,SJA,1,59,direct,don,32
2013,19,LASH,1,4,direct,achat,91
1995,19,LASH,1,21,direct,achat,15
2003,19,LASH,0,13,direct,achat,19
2013,19,LASH,0,3,direct,achat,88
2016,19,LASH,1,0,direct,achat,78
2015,19,MEDP,1,1,direct,achat,WX
2015,19,DROIT,1,1,direct,achat,34
1950,19,LASH,1,66,direct,achat,19
2014,19,LASH,1,1,direct,achat,19
2012,19,LASH,1,3,direct,achat,79
2013,19,LASH,1,3,direct,achat,91
2015,18,ARCHE,1,0,direct,achat,WJ
2015,18,MEDP,1,0,direct,achat,WJ
2015,18,ARCHE,1,0,direct,achat,WK
2015,19,MEDP,1,0,direct,achat,W 
2014,18,MEDP,1,1,direct,achat,WV
2014,18,MEDP,1,1,direct,achat,WG
2014,18,ARCHE,1,1,direct,achat,WB
2014,18,MEDP,1,1,direct,achat,WB
2016,19,LASH,0,0,direct,achat,17
2014,19,SCIEN,1,3,direct,achat,00
1982,19,SJA,1,35,direct,achat,65
2000,19,LASH,0,17,indirect,don,numinv
2014,19,SJA,1,1,direct,achat,65
2010,19,LASH,1,9,direct,achat,94
1870,19,DROIT,0,145,direct,achat,numinv
2002,19,LASH,0,13,indirect,don,numinv
2002,19,DROIT,0,13,direct,don,34
1999,19,DROIT,0,16,direct,don,34
1956,19,SJA,0,64,direct,achat,33
1967,19,SJA,0,53,direct,don,33
2015,18,SJA,0,0,direct,achat,61
2015,18,MEDP,1,0,direct,achat,WB
1888,19,DROIT,1,127,direct,achat,numinv
2020,19,DROIT,1,0,direct,don,34
2020,19,LASH,0,0,direct,achat,94
2014,18,MEDP,1,1,direct,achat,WE
1967,19,DROIT,0,48,direct,don,34
2008,19,LASH,0,9,indirect,don,numinv
2008,19,DROIT,1,8,direct,don,33
1968,19,LASH,0,52,indirect,achat,numinv
1907,19,DROIT,1,108,direct,achat,numinv
1972,19,LASH,0,48,indirect,achat,numinv
2012,19,SJA,1,3,direct,achat,33
2015,18,MEDP,1,0,direct,achat,WA
1896,19,DROIT,0,119,direct,achat,numinv
1935,19,LASH,0,80,indirect,achat,numinv
2020,19,MEDP,0,0,direct,achat,QZ
2014,19,LASH,1,1,direct,achat,34
2009,19,SJA,0,11,direct,don,32
1960,19,LASH,0,61,indirect,don,numinv
1988,19,LASH,0,27,indirect,don,numinv
1995,19,LASH,0,20,indirect,don,numinv
1973,19,SJA,1,43,direct,don,30
1924,19,SJA,0,96,direct,achat,33
1985,19,SJA,0,31,direct,achat,30
2015,19,MEDP,0,0,direct,achat,WY
2019,19,SJA,0,1,direct,achat,99
2014,19,LASH,0,1,direct,achat,19
2014,19,LASH,1,1,direct,achat,19
2014,19,LASH,1,1,direct,achat,19
2014,19,LASH,1,1,direct,achat,18
2011,19,LASH,0,4,direct,achat,30
2015,19,LASH,1,0,direct,achat,80
1999,19,LASH,1,16,direct,achat,84
2015,19,MEDP,0,0,direct,don,QS
2005,19,LASH,1,10,direct,achat,15
2014,19,LASH,1,1,direct,achat,79
2014,19,LASH,1,1,direct,achat,70
2007,19,LASH,1,8,direct,achat,19
2019,19,SCIEN,1,1,direct,achat,02
2019,19,SCIEN,1,1,direct,achat,SF
1954,19,LASH,0,66,indirect,achat,numinv
1951,19,LASH,0,69,indirect,achat,numinv
2015,19,MEDP,1,1,direct,don,WL
2020,19,SJA,0,1,direct,achat,00
2006,19,SJA,0,14,direct,don,33
2020,19,SJA,0,0,direct,achat,WU
2015,19,MEDP,1,0,direct,achat,WC
2005,19,LASH,0,10,direct,achat,70
2006,19,LASH,1,9,direct,don,85
2015,19,SCIEN,1,0,direct,achat,51
2015,19,DROIT,1,0,direct,achat,34
2000,19,EPU,0,16,direct,achat,57
2020,19,SJA,0,0,direct,achat,WB
2015,19,DROIT,1,0,direct,achat,34
2020,19,SCIEN,0,0,direct,achat,57
2014,19,LASH,0,1,direct,don,49
2019,19,LASH,0,1,indirect,don,numinv
2019,19,LASH,0,1,indirect,don,numinv
1789,19,DROIT,0,231,direct,achat,numinv
2015,19,SCIEN,1,0,direct,achat,00
2015,19,DROIT,1,0,direct,achat,34
1966,19,LASH,1,54,indirect,achat,numinv
1978,19,DROIT,0,37,direct,achat,numinv
1981,19,DROIT,1,34,direct,achat,numinv
1984,19,DROIT,1,31,direct,achat,numinv
2014,18,MEDP,1,1,direct,achat,WP
2014,18,MEDP,1,1,direct,achat,WL
2014,18,SJA,0,1,direct,achat,WL
2014,18,MEDP,1,1,direct,achat,WL
2015,18,ARCHE,1,0,direct,achat,WI
2000,19,LASH,0,19,direct,achat,94
2020,19,MEDP,0,0,direct,achat,WS
2020,19,SCIEN,0,0,direct,achat,59
1979,19,LASH,0,41,indirect,achat,numinv
1966,19,LASH,0,54,indirect,achat,numinv
1989,19,SJA,0,31,direct,don,33
2015,19,SCIEN,1,0,direct,achat,15
2015,19,SJA,1,0,direct,achat,WB
2004,19,LASH,0,11,indirect,don,numinv
2000,19,DROIT,0,15,direct,achat,numinv
2020,19,DROIT,1,0,direct,achat,34
1973,19,LASH,0,47,indirect,achat,numinv
1778,19,DROIT,0,242,direct,achat,numinv
2019,18,MEDP,0,1,direct,achat,WP
2019,18,SJA,1,1,direct,achat,61
2019,19,DROIT,0,1,direct,achat,34
2020,19,DROIT,0,0,direct,achat,34
2020,19,DROIT,1,0,direct,achat,34
1925,19,SJA,0,95,direct,achat,33
1931,19,SJA,0,89,direct,achat,33
2019,19,LASH,0,1,direct,achat,84
2016,19,LASH,1,4,direct,achat,91
2012,19,LASH,1,8,direct,achat,79
2020,19,SCIEN,1,0,direct,achat,62
2020,19,SCIEN,1,0,direct,achat,62
1939,19,DROIT,0,81,indirect,achat,numinv
1982,19,LASH,0,38,indirect,achat,numinv
2015,19,SCIEN,1,0,direct,achat,42
2009,19,SCIEN,1,6,direct,achat,45
2019,18,MEDP,0,1,direct,achat,WA
2019,18,SJA,1,1,direct,achat,WB
2019,19,LASH,1,1,direct,achat,44
1974,19,LASH,0,46,indirect,achat,numinv
1990,19,SJA,0,31,direct,don,33
2020,19,LASH,0,0,direct,achat,84
1974,19,LASH,0,47,direct,don,94
2020,19,SCIEN,0,0,direct,achat,57
1967,19,LASH,0,53,indirect,achat,numinv
1986,19,LASH,0,34,indirect,achat,numinv
2014,19,DROIT,1,1,direct,achat,34
2015,19,DROIT,1,0,direct,achat,34
1992,19,SJA,1,24,direct,achat,30
2015,19,DROIT,1,0,direct,achat,34
2013,19,LASH,1,2,direct,achat,84
2005,19,LASH,0,10,direct,achat,84
2015,19,DROIT,1,0,direct,achat,34
2015,19,DROIT,1,0,direct,don,34
2007,19,DROIT,0,8,direct,don,34
1991,19,DROIT,0,24,direct,don,34
2015,19,SJA,1,2,direct,achat,65
2015,19,EPU,1,0,direct,achat,51
2015,19,SCIEN,0,1,direct,achat,62
1998,19,SJA,1,17,direct,achat,33
2014,19,SCIEN,0,7,direct,achat,51
1998,19,LASH,1,21,direct,achat,94
1968,19,LASH,1,48,direct,don,15
1992,19,SCIEN,0,24,direct,achat,54
1947,19,DROIT,0,68,direct,achat,numinv
2015,19,SCIEN,1,0,direct,achat,00
2014,19,DROIT,1,1,direct,achat,34
2012,19,SJA,0,3,direct,achat,30
2015,19,MEDP,1,0,direct,don,QS
2015,19,DROIT,1,0,direct,achat,34
2015,19,SJA,0,0,direct,achat,33
2015,19,SJA,1,0,direct,achat,33
2000,19,LASH,0,19,direct,achat,94
2020,18,SJA,0,0,direct,achat,61
2020,18,MEDP,1,0,direct,achat,WB
1989,19,LASH,0,31,indirect,achat,numinv
2019,19,DROIT,1,1,direct,achat,34
1968,19,LASH,0,47,direct,achat,84
2005,19,DROIT,0,10,direct,don,32
2002,19,DROIT,0,13,direct,don,34
2020,19,DROIT,1,0,direct,achat,34
1967,19,LASH,1,48,direct,don,72
1994,19,LASH,0,21,direct,don,94
1999,19,LASH,1,17,indirect,don,numinv
2015,19,SJA,1,0,direct,achat,65
2015,19,SJA,1,0,direct,achat,65
2014,19,SJA,1,1,direct,achat,65
2014,19,SJA,0,1,direct,achat,65
1986,19,LASH,0,34,indirect,achat,numinv
1998,19,LASH,0,22,indirect,achat,numinv
2015,19,SJA,0,0,direct,achat,65
1963,19,LASH,1,52,direct,achat,97
2015,19,DROIT,1,1,direct,achat,02
2000,19,SCIEN,0,21,direct,achat,51
2015,19,MEDP,1,5,direct,don,WG
2019,19,EPU,1,1,direct,achat,30
2019,19,DROIT,1,1,direct,achat,37
2014,19,SJA,1,1,direct,achat,33
1968,19,LASH,0,52,indirect,achat,numinv
1965,19,LASH,0,55,direct,achat,19
2015,19,SJA,1,0,direct,achat,65
2014,19,SJA,1,1,direct,achat,37
1967,19,LASH,0,53,indirect,achat,numinv
1970,19,LASH,0,50,indirect,achat,numinv
1972,19,SJA,0,48,direct,achat,33
2015,18,SJA,1,0,direct,achat,61
2015,18,ARCHE,1,0,direct,achat,WT
2000,19,SJA,0,15,direct,don,35
1973,19,LASH,0,47,indirect,achat,numinv
2018,19,LASH,1,2,direct,achat,75
1966,19,SJA,0,54,direct,achat,33
1970,19,LASH,0,50,indirect,achat,numinv
2015,18,ARCHE,1,0,direct,achat,WH
2020,19,SJA,1,0,direct,achat,65
2020,19,LASH,1,0,direct,achat,15
2015,18,ARCHE,1,0,direct,achat,WI
2015,19,SCIEN,1,0,direct,achat,53
2014,19,LASH,1,1,direct,achat,84
2017,19,LASH,0,3,direct,achat,30
2019,19,SJA,1,1,direct,achat,65
2020,19,SCIEN,1,0,direct,achat,54
2015,19,LASH,1,0,direct,achat,79
2015,19,LASH,1,0,direct,achat,30
2015,19,LASH,1,6,direct,achat,30
2015,19,LASH,1,2,direct,achat,30
2020,19,SCIEN,1,0,direct,achat,55
2015,19,LASH,1,0,direct,achat,30
1962,19,LASH,0,58,indirect,achat,numinv
1950,19,LASH,0,70,indirect,achat,numinv
1991,19,LASH,0,29,direct,achat,19
2007,19,LASH,0,13,direct,don,86
2017,19,LASH,0,3,direct,don,46
1955,19,LASH,0,65,indirect,achat,numinv
2003,19,LASH,0,12,indirect,don,numinv
1998,19,LASH,0,17,indirect,don,numinv
1999,19,LASH,1,21,direct,achat,30
1977,19,LASH,0,43,direct,achat,19
1985,19,LASH,0,35,direct,achat,12
2019,19,SJA,1,1,direct,achat,33
2010,19,LASH,1,5,direct,don,75
2015,19,EPU,0,1,direct,achat,00
2014,19,LASH,1,1,direct,achat,86
1988,19,LASH,0,33,direct,don,93
1943,19,SJA,0,77,direct,achat,33
2008,19,SJA,1,12,direct,achat,32
2004,19,SJA,0,16,direct,don,33
2004,19,LASH,0,11,indirect,don,numinv
2004,19,LASH,0,11,indirect,don,numinv
1966,19,LASH,0,54,indirect,achat,numinv
1969,19,LASH,0,51,indirect,achat,numinv
1966,19,LASH,0,54,direct,achat,19
2019,19,SJA,0,1,direct,achat,31
2016,19,SJA,1,4,direct,achat,33
2020,19,SCIEN,0,0,direct,achat,53
1969,19,LASH,0,51,indirect,achat,numinv
2014,19,LASH,1,1,direct,achat,44
2014,19,LASH,1,1,direct,achat,84
2015,19,EPU,1,0,direct,achat,00
2000,19,SJA,0,20,direct,achat,33
2014,19,LASH,1,1,direct,achat,32
2014,19,LASH,1,1,direct,achat,93
1979,19,LASH,1,37,direct,achat,94
2009,19,SCIEN,1,6,direct,achat,42
1993,19,LASH,0,22,indirect,don,numinv
1949,19,DROIT,0,66,direct,achat,numinv
1949,19,DROIT,0,66,direct,achat,numinv
1946,19,DROIT,0,69,direct,achat,numinv
1869,19,DROIT,0,146,direct,achat,numinv
2015,19,EPU,0,1,direct,achat,54
2020,19,DROIT,1,0,direct,achat,34
2014,19,DROIT,1,1,direct,achat,34
2004,19,DROIT,1,11,direct,achat,numinv
2011,19,LASH,0,4,direct,don,30
2010,19,LASH,1,5,direct,don,33
2007,19,DROIT,0,8,direct,don,35
1962,19,SJA,0,58,direct,achat,33
2015,19,SJA,1,0,direct,achat,33
2015,19,SJA,1,0,direct,achat,33
2015,19,SJA,1,6,direct,don,33
2015,19,SJA,1,0,direct,achat,33
2015,19,SJA,0,0,direct,achat,33
2015,19,SJA,1,0,direct,achat,33
2015,19,SJA,1,0,direct,achat,33
2017,19,LASH,0,3,direct,achat,89
2008,19,LASH,0,10,direct,achat,43
2014,19,DROIT,1,1,direct,achat,34
